publisher,author,primary_isbn10,primary_isbn13,date,contributor,title,weeks_on_list
Simon & Schuster,Mary Higgins Clark and Alafair Burke,1476763127,9.78E+12,12/21/14,by Mary Higgins Clark and Alafair Burke,THE CINDERELLA MURDER,0
Pocket Star,J A Jance,1501103695,9.78E+12,12/14/14,by J. A. Jance,A LAST GOODBYE,0
Grand Central,Douglas Preston and Lincoln Child,1455525901,9.78E+12,12/14/14,by Douglas Preston and Lincoln Child,BLUE LABYRINTH,0
Berkley,Nora Roberts,698144546,9.78E+12,12/14/14,by Nora Roberts,BLOOD MAGICK,0
Latin Goddess Press,Milly Taiden,None,A00B00OVJKMTU,12/14/14,by Milly Taiden,CURVES 'EM RIGHT,0
Carina Press,Jaci Burton,1426899351,9.78E+12,12/7/14,by Jaci Burton,JACI BURTON THE KENT BROTHERS TRILOGY,0
Bantam,J Kenner,None,9.78E+12,11/23/14,by J. Kenner,HAVE ME,0
"Little, Brown",James Patterson and Michael Ledwidge,316211028,9.78E+12,11/23/14,by James Patterson and Michael Ledwidge,BURN,0
Denise Grover Swank,Denise Grover Swank,None,9.78E+12,11/23/14,by Denise Grover Swank,THIRTY-THREE AND A HALF SHENANIGANS,0
Deborah Bladon,Deborah Bladon,None,9.78E+12,11/23/14,by Deborah Bladon,RUIN: PART TWO,0
Ellora's Cave,Laurann Dohner,None,9.78E+12,11/16/14,by Laurann Dohner,SMILEY,0
Jove,Nalini Singh,None,9.78E+12,11/16/14,by Nalini Singh,ARCHANGEL'S SHADOWS,0
Avon,Ilona Andrews,62289241,9.78E+12,11/16/14,by Ilona Andrews,BURN FOR ME,0
Lisa Renee Jones,Lisa Renee Jones,None,A00B00O0CY3LQ,11/16/14,by Lisa Renee Jones,"TALL, DARK AND DEADLY BOOKS 1 - 4",0
Pocket Books,Jude Deveraux,None,9.78E+12,11/9/14,by Jude Deveraux,CHANGE OF HEART,0
Putnam,Stuart Woods,NA,9.78E+12,11/2/14,by Stuart Woods,PARIS MATCH,0
"Little, Brown",Elin Hilderbrand,None,9.78E+12,11/2/14,by Elin Hilderbrand,WINTER STREET,0
Grand Central Publishing,Jill Shalvis,None,9.78E+12,11/2/14,by Jill Shalvis,ONE IN A MILLION,0
Kelley R. Martin,Kelley R Martin,None,A00B00O13WW1W,11/2/14,by Kelley R. Martin,DOWN AND OUT,0
Dell,Diana Gabaldon,440335183,9.78E+12,11/2/14,by Diana Gabaldon,DRAGONFLY IN AMBER,0
Avon,Maya Banks,62312472,9.78E+12,10/26/14,by Maya Banks,KEEP ME SAFE,0
"Farrar, Straus & Giroux",Marilynne Robinson,374187614,9.78E+12,10/26/14,by Marilynne Robinson,LILA,0
Jessica Sorensen,Jessica Sorensen,None,A00B00I88BUTQ,10/19/14,by Jessica Sorensen,THE RESOLUTION OF CALLIE AND KAYDEN,0
Broadway,Gillian Flynn,None,9.78E+12,10/19/14,by Gillian Flynn,THE COMPLETE GILLIAN FLYNN,0
Gossamer,Melody Anne,None,9.78E+12,10/19/14,by Melody Anne,HOLIDAY TREASURE,0
HTJB,Marie Force,None,9.78E+12,10/19/14,by Marie Force,KISSES AFTER DARK,0
Morrow,J Lynn,62294814,9.78E+12,10/12/14,by J. Lynn,STAY WITH ME,0
Putnam,J D Robb,1101617276,9.78E+12,10/12/14,by J. D. Robb,FESTIVE IN DEATH,0
Doubleday,John Grisham,345543246,9.78E+12,10/12/14,by John Grisham,SYCAMORE ROW,0
Plume,Jonathan Tropper,None,9.78E+12,10/12/14,by Jonathan Tropper,THIS IS WHERE I LEAVE YOU,0
Victoria Ashley,Victoria Ashley,None,A00B00NKPJDIW,10/5/14,by Victoria Ashley,HEMY,0
Riverhead,Sarah Waters,NA,9.78E+12,10/5/14,by Sarah Waters,THE PAYING GUESTS,0
Putnam,Clive Cussler and Russell Blake,NA,9.78E+12,9/28/14,by Clive Cussler and Russell Blake,THE EYE OF HEAVEN,0
Bantam,J Kenner,080417671X,9.78E+12,9/28/14,by J. Kenner,IGNITED,0
Morrow,Faye Kellerman,NA,9.78E+12,9/21/14,by Faye Kellerman,MURDER 101,0
Ace,Patricia Briggs,1101609508,9.78E+12,9/21/14,by Patricia Briggs,SHIFTING SHADOWS,0
Grand Central,Jill Shalvis,1455529516,9.78E+12,9/14/14,by Jill Shalvis,IT'S IN HIS KISS,0
Morrow,Susan Elizabeth Phillips,62106112,9.78E+12,9/14/14,by Susan Elizabeth Phillips,HEROES ARE MY WEAKNESS,0
Deborah Bladon,Deborah Bladon,None,9.78E+12,9/14/14,by Deborah Bladon,VAIN - PART THREE,0
Delacorte,Lee Child,804178836,9.78E+12,9/14/14,by Lee Child,NOT A DRILL,0
Knopf,Paulo Coelho,1101874082,9.78E+12,9/7/14,by Paulo Coelho,ADULTERY,0
Morrow/HarperCollins,James Rollins,62194925,9.78E+12,9/7/14,by James Rollins,THE 6TH EXTINCTION,0
Avon Impulse,Laura Kaye,None,9.78E+12,9/7/14,by Laura Kaye,HARD TO HOLD ON TO,0
Ballantine,Debbie Macomber,None,9.78E+12,9/7/14,by Debbie Macomber,LOVE LETTERS,0
Del Rey,Robin Hobb,553392433,9.78E+12,8/31/14,by Robin Hobb,FOOL'S ASSASSIN,0
Atria,Colleen Hoover,None,9.78E+12,8/31/14,by Colleen Hoover,UGLY LOVE,0
Angela Graham,Angela Graham,None,A00B00M9ISBAW,8/31/14,by Angela Graham,INDESTRUCTIBLE,0
Putnam,W E B Griffin and William E Butterworth IV,NA,9.78E+12,8/24/14,by W. E. B. Griffin and William E. Butterworth IV,TOP SECRET,0
Emily Bestler/Atria,Brad Thor,NA,9.78E+12,8/24/14,by Brad Thor,ACT OF WAR,0
Delacorte,Danielle Steel,345530969,9.78E+12,8/17/14,by Danielle Steel,A PERFECT LIFE,0
Putnam,Mark Greaney,039917334X,9.78E+12,8/17/14,by Mark Greaney,TOM CLANCY: SUPPORT AND DEFEND,0
Pocket,Sandra Brown,743290062,9.78E+12,8/10/14,by Sandra Brown,CHILL FACTOR,0
Putnam,Catherine Coulter,NA,9.78E+12,8/10/14,by Catherine Coulter,POWER PLAY,0
Uncommonly Romantic Books,Opal Carew and others,None,A00B00L1HYMSW,8/10/14,by Opal Carew and others,MASTERED,0
Dutton,Brad Taylor,None,9.78E+12,8/3/14,by Brad Taylor,DAYS OF RAGE,0
Atria,Jennifer Weiner,1451617801,9.78E+12,8/3/14,by Jennifer Weiner,ALL FALL DOWN,0
Putnam,C J Box,NA,9.78E+12,8/3/14,by C. J. Box,SHOTS FIRED,0
Delacorte,Diana Gabaldon,044024644X,9.78E+12,7/27/14,by Diana Gabaldon,WRITTEN IN MY OWN HEART'S BLOOD,0
Pamela Dorman/Viking,Jojo Moyes,NA,9.78E+12,7/27/14,by Jojo Moyes,ONE PLUS ONE,0
"Mulholland/Little, Brown",Robert Galbraith,316206865,9.78E+12,7/27/14,by Robert Galbraith,THE CUCKOO'S CALLING,0
Ace,Anthony Ryan,NA,9.78E+12,7/20/14,by Anthony Ryan,TOWER LORD,0
Deborah Bladon,Deborah Bladon,NA,9.78E+12,7/20/14,by Deborah Bladon,PULSE - PART FOUR,0
Ballantine,Jude Deveraux,345541839,9.78E+12,7/20/14,by Jude Deveraux,FOR ALL TIME,0
Harlequin Mira,Ron Carr,NA,9.78E+12,7/20/14,by Robyn Carr,THE PROMISE,0
Ampersand,Kristen Pro,1633500012,9.78E+12,7/13/14,by Kristen Proby,BREATHE WITH ME,0
Violet Duke,Violet Duke,None,A00B00K8HWYOA,7/13/14,by Violet Duke,"LOVE, LAUGHTER, AND HAPPILY EVER AFTERS COLLECTION",0
Ballantine,Emily Giffin,034554689X,9.78E+12,7/6/14,by Emily Giffin,THE ONE AND ONLY,0
Dutton,Linda Fairstein,NA,9.78E+12,7/6/14,by Linda Fairstein,TERMINAL CITY,0
Putnam,John Sandford,None,9.78E+12,7/6/14,by John Sandford,FIELD OF PREY,0
Morrow/HarperCollins,J A Jance,62134698,9.78E+12,7/6/14,by J. A. Jance,SECOND WATCH,0
Gallery,Johanna Lindsey,1476714312,9.78E+12,6/29/14,by Johanna Lindsey,STORMY PERSUASION,0
Putnam,Clive Cussler and Graham Brown,NA,9.78E+12,6/29/14,by Clive Cussler and Graham Brown,GHOST SHIP,0
Riverhead,Emma Straub,1101618043,9.78E+12,6/29/14,by Emma Straub,THE VACATIONERS,0
Morrow/HarperCollins,Dorothea Benton Frank,62132520,9.78E+12,6/29/14,by Dorothea Benton Frank,THE HURRICANE SISTERS,0
Morrow/HarperCollins,Greg Iles,62311107,9.78E+12,6/29/14,by Greg Iles,NATCHEZ BURNING,0
Simon & Schuster,edited  David Baldacci,NA,9.78E+12,6/22/14,edited by David Baldacci,FACEOFF,0
Berkley,Marie Force,NA,9.78E+12,6/22/14,by Marie Force,I WANT TO HOLD YOUR HAND,0
Harlequin HQN,Linda Lael Miller,1460332962,9.78E+12,6/15/14,by Linda Lael Miller,THE MARRIAGE PACT,0
Ballantine,Steve Berry,None,9.78E+12,6/15/14,by Steve Berry,THE LINCOLN MYTH,0
St. Martin's,Darynda Jones,1466845260,9.78E+12,6/8/14,by Darynda Jones,SIXTH GRAVE ON THE EDGE,0
Grand Central,Jeffery Deaver,1455517119,9.78E+12,6/8/14,by Jeffery Deaver,THE SKIN COLLECTOR,0
Viking,Sue Monk Kidd,NA,9.78E+12,6/8/14,by Sue Monk Kidd,THE INVENTION OF WINGS,0
S.L. Jennings,SL Jennings,None,A00B00KFUJX58,6/8/14,by S.L. Jennings,TAINT,0
Lauren Blakely,Lauren Blakely,None,A00B00JG8FMT6,6/1/14,by Lauren Blakely,AFTER THIS NIGHT,0
Roc,Jim Butcher,None,9.78E+12,6/1/14,by Jim Butcher,FOOL MOON,0
Roc,Jim Butcher,None,9.78E+12,6/1/14,by Jim Butcher,GRAVE PERIL,0
Putnam,Ace Atkins,NA,9.78E+12,5/25/14,by Ace Atkins,ROBERT B. PARKER'S CHEAP SHOT,0
Ace,Charlaine Harris,1101598794,9.78E+12,5/25/14,by Charlaine Harris,MIDNIGHT CROSSROAD,0
Simon & Schuster,Mary Higgins Clark,1476749108,9.78E+12,5/18/14,by Mary Higgins Clark,I'VE GOT YOU UNDER MY SKIN,0
Stacy Borel,Stacy Borel,NA,A00B00JUC8DNK,5/18/14,by Stacy Borel,BENDER,0
Laurelin Paige,Laurelin Paige,991379640,9.78E+12,5/18/14,by Laurelin Paige,THE FIXED TRILOGY,0
Berkley,Nora Roberts,None,9.78E+12,5/11/14,by Nora Roberts,SHADOW SPELL,0
HarperCollins Publishers,Barbara Kingsolver,62124285,9.78E+12,5/11/14,by Barbara Kingsolver,FLIGHT BEHAVIOR,0
Putnam,Stuart Woods,None,9.78E+12,5/11/14,by Stuart Woods,CARNAL CURIOSITY,0
Lauren Blakely,Lauren Blakely,None,A00B00JG8FKO8,5/4/14,by Lauren Blakely,NIGHT AFTER NIGHT,0
J.B. Salsbury,JB Salsbury,None,A00B00JBSJ4W2,5/4/14,by  J.B. Salsbury,FIGHTING TO FORGET,0
Open Road Media,Michael Ponsor,1480441929,9.78E+12,5/4/14,by Michael Ponsor,THE HANGING JUDGE,0
Black Oak Books,Shayla Black and Lexi Blake,None,9.78E+12,5/4/14,by Shayla Black and Lexi Blake,THEIR VIRGIN SECRETARY,0
Touchstone,Philippa Gregory,743298543,9.78E+12,4/27/14,by Philippa Gregory,THE BOLEYN INHERITANCE,0
New American Library,J R Ward,NA,9.78E+12,4/27/14,by J. R. Ward,THE KING,0
WGW,Whitney Gracia Williams,990317005,9.78E+12,4/27/14,by Whitney Gracia Williams,REASONABLE DOUBT,0
Atlantic Monthly Press,Donna Leon,802192505,9.78E+12,4/20/14,by Donna Leon,BY ITS COVER,0
Morrow,Ted Bell,62279408,9.78E+12,4/20/14,by Ted Bell,WARRIORS,0
Delacorte,Danielle Steel,None,9.78E+12,4/20/14,by Danielle Steel,POWER PLAY,0
Minotaur,Nevada Barr,1466841680,9.78E+12,4/20/14,by Nevada Barr,DESTROYER ANGEL,0
St. Martin's Griffin,Kylie Scott,None,9.78E+12,4/20/14,by Kylie Scott,PLAY,0
Harlequin HQN,Lori Foster,1460328639,9.78E+12,4/13/14,by Lori Foster,DASH OF PERIL,0
Harlequin HQN,Kristan Higgins,NA,9.78E+12,4/13/14,by Kristan Higgins,WAITING ON YOU,0
Silhouette,Nora Roberts,None,9.78E+12,4/13/14,by Nora Roberts,THE RETURN OF RAFE MACKADE,0
Tyndale,Joel C Rosenberg,NA,9.78E+12,4/6/14,by Joel C. Rosenberg,THE AUSCHWITZ ESCAPE,0
InterMix,Jennifer Ashley,None,9.78E+12,4/6/14,by Jennifer Ashley,FERAL HEAT,0
Grand Central Publishing,David Baldacci,1455557285,9.78E+12,4/6/14,by David Baldacci,BULLSEYE,0
Ace,Patricia Briggs,NA,9.78E+12,4/6/14,by Patricia Briggs,NIGHT BROKEN,0
Putnam,Clive Cussler and Justin Scott,698140737,9.78E+12,4/6/14,by Clive Cussler and Justin Scott,THE BOOTLEGGER,0
Harlequin Mira,Ron Carr,None,9.78E+12,3/30/14,by Robyn Carr,THE CHANCE,0
Random House,Anna Quindlen,812995759,9.78E+12,3/30/14,by Anna Quindlen,STILL LIFE WITH BREAD CRUMBS,0
Excessica,Skye Eagleday,None,9.78E+12,3/30/14,by Skye Eagleday,"FATED MATES, THE ALPHA SHIFTER BOXED SET",0
Putnam,J D Robb,None,9.78E+12,3/30/14,by J. D. Robb,CONCEALED IN DEATH,0
Tawny Weber,Tawny Weber,None,9.78E+12,3/23/14,by Tawny Weber,LUCKY 7 BAD BOYS CONTEMPORARY ROMANCE BOXED SET,0
Rachel Van Dyken,Rachel Van Dyken,None,9.78E+12,3/23/14,by Rachel Van Dyken,TOXIC,0
Steel Magnolia Press,"Diane Capri, J Carson Black and others",None,A00B00IER9DK4,3/23/14,"by Diane Capri, J Carson Black and others",DEADLY DOZEN,0
Putnam,Randy Wayne White,NA,9.78E+12,3/23/14,by Randy Wayne White,BONE DEEP,0
Raine Miller,Raine Miller,None,A00B00HERLSLC,3/16/14,by Raine Miller,RARE AND PRECIOUS THINGS,0
Avon,Laura Kaye,62267914,9.78E+12,3/16/14,by Laura Kaye,HARD AS YOU CAN,0
Harlequin Mira,Susan Mallery,1460327047,9.78E+12,3/16/14,by Susan Mallery,EVENING STARS,0
Signet,Lisa Gardner,None,9.78E+12,3/16/14,by Lisa Gardner,TOUCH AND GO,0
Helen Cooper,JS Cooper and Helen Cooper,None,9.78E+12,3/9/14,by J.S. Cooper and Helen Cooper,THE EX GAMES 2,0
Mariner,Mark Helprin,547543867,9.78E+12,3/9/14,by Mark Helprin,WINTER'S TALE,0
Helen Cooper,JS Cooper and Helen Cooper,None,9.78E+12,3/9/14,by J.S. Cooper and Helen Cooper,THE EX GAMES 3,0
Tor/Tom Doherty,Orson Scott Card,142996393X,9.78E+12,3/9/14,by Orson Scott Card,ENDER'S GAME,0
"Little, Brown",James Patterson and Emily Raymond,316207020,9.78E+12,3/2/14,by James Patterson and Emily Raymond,FIRST LOVE,0
Entangled: Brazen,Tessa Bailey,None,9.78E+12,2/23/14,by Tessa Bailey,STAKING HIS CLAIM,0
Berkley,Jaci Burton,NA,9.78E+12,2/23/14,by Jaci Burton,MELTING THE ICE,0
Putnam,Tom Clancy with Mark Greaney,NA,9.78E+12,2/16/14,by Tom Clancy with Mark Greaney,COMMAND AUTHORITY,0
Dutton,Lisa Gardner,None,9.78E+12,2/16/14,by Lisa Gardner,FEAR NOTHING,0
Kensington,Joanne Fluke,None,9.78E+12,2/9/14,by Joanne Fluke,CHOCOLATE CHIP COOKIE MURDER,0
St. Martin's Press,Sarah Addison Allen,1250019818,9.78E+12,2/9/14,by Sarah Addison Allen,LOST LAKE,0
"Little, Brown",Michael Connelly,316069507,9.78E+12,2/9/14,by Michael Connelly,THE GODS OF GUILT,0
Putnam,Stuart Woods,None,9.78E+12,2/9/14,by Stuart Woods,STANDUP GUY,0
Harper,Mitch Albom,62294377,9.78E+12,2/2/14,by Mitch Albom,THE FIRST PHONE CALL FROM HEAVEN,0
"Little, Brown",Michael Connelly,None,9.78E+12,2/2/14,by Michael Connelly,SWITCHBLADE,0
Bantam,Janet Evanovich,345542908,9.78E+12,2/2/14,by Janet Evanovich,TAKEDOWN TWENTY,0
Laurelin Paige,Laurelin Paige,None,9.78E+12,2/2/14,by Laurelin Paige,FOREVER WITH YOU,0
Bantam,Dean Koontz,345539656,9.78E+12,1/26/14,by Dean Koontz,INNOCENCE,0
Morrow,J Lynn,62294768,9.78E+12,1/26/14,by J. Lynn,WAIT FOR YOU,0
Forever,Jessica Sorensen,None,9.78E+12,1/26/14,by Jessica Sorensen,THE DESTINY OF VIOLET & LUKE (CALLIE & KAYDEN),0
Scribner,Stephen King,147672766X,9.78E+12,1/19/14,by Stephen King,DOCTOR SLEEP,0
Morrow,Joe Hill,62200593,9.78E+12,1/19/14,by Joe Hill,NOS4A2,0
Berkley,Nora Roberts,None,9.78E+12,1/19/14,by Nora Roberts,DARK WITCH,0
Riverhead,Khaled Hosseini,None,9.78E+12,1/12/14,by Khaled Hosseini,AND THE MOUNTAINS ECHOED,0
Dutton,Harlan Coben,None,9.78E+12,1/12/14,by Harlan Coben,SIX YEARS,0
Putnam,Patricia Cornwell,None,9.78E+12,1/5/14,by Patricia Cornwell,DUST,0
Random House,George R R Martin,553582011,9.78E+12,1/5/14,by George R. R. Martin,A DANCE WITH DRAGONS,0
Doubleday,John Grisham,345530578,9.78E+12,1/5/14,by John Grisham,THE RACKETEER,0
Laree Bailey Press,H M Ward,None,9.78E+12,12/29/13,by H. M. Ward,THE ARRANGEMENT 12,0
Bantam,George R R Martin,345535537,9.78E+12,12/22/13,by George R. R. Martin,A GAME OF THRONES: FIVE-BOOK SET,0
Avon,Sarah MacLean,NA,9.78E+12,12/15/13,by Sarah MacLean,NO GOOD DUKE GOES UNPUNISHED,0
Berkley,Kay Hooper,None,9.78E+12,12/15/13,by Kay Hooper,HOSTAGE,0
Kelly Elliott,Kelly Elliott,None,9.78E+12,12/15/13,by Kelly Elliott,BROKEN,0
"HTJB, Inc.",Marie Force,None,9.78E+12,12/8/13,by Marie Force,MEANT FOR LOVE,0
Putnam,Clive Cussler with Jack Du Brul,NA,9.78E+12,12/8/13,by Clive Cussler with Jack Du Brul,MIRAGE,0
Nicole Edwards,Nicole Edwards,None,A00B00FYYPKMU,12/8/13,by Nicole Edwards,HOLIDAYS WITH THE WALKER BROTHERS,0
Oak Press,Bella Andre,None,9.78E+12,12/8/13,by Bella Andre,IT MUST BE YOUR LOVE,0
Simon & Schuster,Martin Cruz Smith,1439153183,9.78E+12,12/1/13,by Martin Cruz Smith,TATIANA,0
Random House,Fannie Flagg,1400065941,9.78E+12,12/1/13,by Fannie Flagg,THE ALL-GIRL FILLING STATION'S LAST REUNION,0
Algonquin Books,Caroline Leavitt,None,9.78E+12,12/1/13,by Caroline Leavitt,IS THIS TOMORROW,0
Harper,Wally Lamb,NA,9.78E+12,12/1/13,by Wally Lamb,WE ARE WATER,0
Forever,Kristen Ashley,None,9.78E+12,11/24/13,by Kristen Ashley,JAGGED,0
Delacorte,Danielle Steel,345539680,9.78E+12,11/24/13,by Danielle Steel,WINNERS,0
Berkley,Jill Shalvis,None,9.78E+12,11/24/13,by Jill Shalvis,RUMOR HAS IT,0
Grand Central,Scott Turow,NA,9.78E+12,11/24/13,by Scott Turow,IDENTICAL,0
Laree Bailey Press,H M Ward,1630350028,9.78E+12,11/17/13,by H. M. Ward,THE ARRANGEMENT 11,0
Jove,Nalini Singh,None,9.78E+12,11/17/13,by Nalini Singh,ARCHANGEL'S LEGION,0
Putnam,John Sandford,NA,9.78E+12,11/17/13,by John Sandford,STORM FRONT,0
Harlequin HQN,Kristan Higgins,None,9.78E+12,11/17/13,by Kristan Higgins,THE PERFECT MATCH,0
William Morrow Impulse,J Lynn,None,9.78E+12,11/10/13,by  J. Lynn,TRUST IN ME,0
Forever,Rachel Van Dyken,None,9.78E+12,11/10/13,by Rachel Van Dyken,THE WAGER,0
Knopf,Helen Fielding,385350872,9.78E+12,11/10/13,by Helen Fielding,BRIDGET JONES: MAD ABOUT THE BOY,0
Viking,Elizabeth Gilbert,None,9.78E+12,11/3/13,by Elizabeth Gilbert,THE SIGNATURE OF ALL THINGS,0
"Little, Brown",Eleanor Catton,NA,9.78E+12,11/3/13,by Eleanor Catton,THE LUMINARIES,0
Putnam,Stuart Woods,NA,9.78E+12,11/3/13,by Stuart Woods,DOING HARD TIME,0
Marian Wood/Putnam,Sue Grafton,1101636459,9.78E+12,10/27/13,by Sue Grafton,W IS FOR WASTED,0
Kathleen Brooks,Kathleen Brooks,988210886,9.78E+12,10/27/13,by Kathleen Brooks,SECRETS COLLIDE,0
Touchstone,Lee Child,1451684789,9.78E+12,10/27/13,by Lee Child,INHERIT THE DEAD,0
Knopf,Jhumpa Lahiri,385350406,9.78E+12,10/27/13,by Jhumpa Lahiri,THE LOWLAND,0
Center Street,Nelson DeMille,1455576425,9.78E+12,10/20/13,by Nelson DeMille,THE QUEST,0
Grand Central,Sandra Brown,None,9.78E+12,10/20/13,by Sandra Brown,DEADLINE,0
Putnam,J D Robb,None,9.78E+12,10/20/13,by J. D. Robb,THANKLESS IN DEATH,0
Putnam,Catherine Coulter and JT Ellison,NA,9.78E+12,10/20/13,by Catherine Coulter and J.T. Ellison,THE FINAL CUT,0
Harlequin HQN,Lori Foster,1460319559,9.78E+12,10/13/13,by Lori Foster,GETTING ROWDY,0
Laree Bailey Press,HM Ward,None,9.78E+12,10/13/13,by H.M. Ward,THE ARRANGEMENT 10,0
Jove,JD Robb and others,None,9.78E+12,10/13/13,by J.D. Robb and others,"MIRROR, MIRROR",0
Putnam,Clive Cussler and Thomas Perry,NA,9.78E+12,10/6/13,by Clive Cussler and Thomas Perry,THE MAYAN SECRETS,0
Penguin,A S A Harrison,NA,9.78E+12,9/29/13,by A. S. A. Harrison,THE SILENT WIFE,0
Gallery,Lisa Renee Jones,1476727244,9.78E+12,9/29/13,by Lisa Renee Jones,REVEALING US,0
Gallery Books,Christina Lauren,None,9.78E+12,9/22/13,by Christina Lauren,BEAUTIFUL BOMBSHELL,0
Grand Central Publishing,Sandra Brown,145554647X,9.78E+12,9/22/13,by Sandra Brown,ENVY,0
Delacorte,Lee Child,None,9.78E+12,9/22/13,by Lee Child,HIGH HEAT,0
Forever,Jessica Sorensen,1455582727,9.78E+12,9/22/13,by Jessica Sorensen,BREAKING NOVA,0
Rachel Van Dyken,Rachel Van Dyken,None,9.78E+12,9/15/13,by Rachel Van Dyken,RUIN,0
Indie Six,Elisabeth Naughton and others,988986221,9.78E+12,9/15/13,by Elisabeth Naughton and others,WICKED FIRSTS,0
Harper,Daniel Silva,62073206,9.78E+12,9/8/13,by Daniel Silva,THE ENGLISH GIRL,0
Putnam,Frederick Forsyth,NA,9.78E+12,9/8/13,by Frederick Forsyth,THE KILL LIST,0
Hugh Howey,Hugh Howey,NA,A00B00CYNGPTG,9/8/13,by Hugh Howey,DUST,0
Kristen Ashley,Kristen Ashley,None,A00B00E40F64M,9/1/13,by Kristen Ashley,ROCK CHICK REVOLUTION,0
"Little, Brown",James Patterson and Howard Roughan,316211192,9.78E+12,9/1/13,by James Patterson and Howard Roughan,SECOND HONEYMOON,0
Seth Clarke,Jasinda Wilder,NA,A00B00DJB6KE2,9/1/13,by Jasinda Wilder,STRIPPED,0
Emily Bestler/Atria,Brad Thor,1476717117,9.78E+12,9/1/13,by Brad Thor,HIDDEN ORDER,0
Algonquin,Irene Zatko,None,9.78E+12,8/25/13,by Irene Zabytko,THE SKY UNWASHED,0
Forever,Jessica Sorensen,None,9.78E+12,8/25/13,by Jessica Sorensen,THE REDEMPTION OF CALLIE AND KAYDEN,0
Morrow/HarperCollins,Faye Kellerman,62121774,9.78E+12,8/25/13,by Faye Kellerman,THE BEAST,0
"Little, Brown & Company",J K Rowling,316228583,9.78E+12,8/25/13,by J. K. Rowling,THE CASUAL VACANCY,0
Morrow/HarperCollins,Neil Gaiman,None,9.78E+12,8/18/13,by Neil Gaiman,THE OCEAN AT THE END OF THE LANE,0
Laree Bailey Press,H M Ward,985547367,9.78E+12,8/18/13,by H. M. Ward,THE ARRANGEMENT 9: THE FERRO FAMILY,0
Grand Central,Sandra Brown,1455546445,9.78E+12,8/11/13,by Sandra Brown,THE WITNESS,0
S.L. Jennings,SL Jennings,None,A00B00DYVX8TM,8/11/13,by  S.L. Jennings,FEAR OF FALLING,0
Knopf,Carl Hiaasen,NA,9.78E+12,8/11/13,by Carl Hiaasen,BAD MONKEY,0
Berkley,Sylvia Day,None,9.78E+12,8/4/13,by Sylvia Day,ENTWINED WITH YOU,0
Spencer Hill Contemporary,J Lynn,1939392748,9.78E+12,8/4/13,by J. Lynn,FRIGID,0
Golden Unicorn,J S Scott,1939962013,9.78E+12,8/4/13,by J. S. Scott,THE BILLIONAIRE'S OBSESSION,0
Touchstone,J A Jance,1451628706,9.78E+12,8/4/13,by J. A. Jance,DEADLY STAKES,0
J.C. Reed,JC Reed,None,A00B00BTJQZNC,7/28/13,by J.C. Reed,SURRENDER YOUR LOVE,0
Laree Bailey,H M Ward,985547340,9.78E+12,7/21/13,by H. M. Ward,DAMAGED 2,0
Vintage,Jo Nesbo,NA,9.78E+12,7/21/13,by Jo Nesbo,THE BAT,0
J.C. Reed,JC Reed,None,A00B00D9A2NZ8,7/21/13,by  J.C. Reed,CONQUER YOUR LOVE,0
"Reagan Arthur/Little, Brown",Elin Hilderbrand,316227188,9.78E+12,7/21/13,by Elin Hilderbrand,BEAUTIFUL DAY,0
Zebra,Fern Michaels,None,9.78E+12,7/14/13,by Fern Michaels,GOTCHA!,0
Avon,Stephanie Laurens,None,9.78E+12,7/14/13,by Stephanie Laurens,THE TAMING OF RYDER CAVANAUGH,0
"Little, Brown",Michael Connelly,759514712,9.78E+12,7/7/13,by Michael Connelly,THE LINCOLN LAWYER,0
Scribner,Jeannette Walls,NA,9.78E+12,7/7/13,by Jeannette Walls,THE SILVER STAR,0
Simon & Schuster,Lauren Weisberger,1439146950,9.78E+12,7/7/13,by Lauren Weisberger,REVENGE WEARS PRADA,0
Threshold Editions,Glenn Beck,1451635834,9.78E+12,6/30/13,by Glenn Beck,THE EYE OF MOLOCH,0
Grand Central,Jeffery Deaver,1455517070,9.78E+12,6/30/13,by Jeffery Deaver,THE KILL ROOM,0
"Little, Brown",James Patterson and Maxine Paetro,NA,9.78E+12,6/30/13,by James Patterson and Maxine Paetro,12TH OF NEVER,0
Putnam,John Sandford,None,9.78E+12,6/30/13,by John Sandford,SILKEN PREY,0
Harlequin Mira,Sherryl Woods,778314464,9.78E+12,6/23/13,by Sherryl Woods,SEA GLASS ISLAND,0
Putnam,Clive Cussler and Graham Brown,None,9.78E+12,6/23/13,by Clive Cussler and Graham Brown,ZERO HOUR,0
Bantam,Janet Evanovich and Lee Goldberg,None,9.78E+12,6/16/13,by Janet Evanovich and Lee Goldberg,PROS AND CONS,0
Ace,Charlaine Harris,None,9.78E+12,6/16/13,by Charlaine Harris,DEAD EVER AFTER,0
Harlequin HQN,Susan Mallery,None,9.78E+12,6/16/13,by Susan Mallery,JUST ONE KISS,0
Ballantine,Meg Waite Clayton,345507843,9.78E+12,6/9/13,by Meg Waite Clayton,THE WEDNESDAY SISTERS,0
Cassia Leo,Cassia Leo,None,A00B00CLXL4HW,6/9/13,by Cassia Leo,PIECES OF YOU,0
Morrow,Molly McAdams,None,9.78E+12,6/9/13,by Molly McAdams,STEALING HARPER,0
Grand Central,Sandra Brown,1455546313,9.78E+12,6/9/13,by Sandra Brown,FRENCH SILK,0
